train,nonads,--ZYferF1tc,4973
train,nonads,--T2h0h1bJc,8194
train,nonads,--J66zFu7vY,3754
train,nonads,--m_2nwU4R8,5086
train,nonads,--m4tlAvl08,7050
train,nonads,--JMUAhmYlw,4065
train,nonads,--UWl1CwAkI,3891
train,nonads,--k0ZJpxSVI,9342
train,nonads,--l7nCe_J-Y,12097
train,nonads,--OJm-egkr4,9780
train,nonads,--fMPnwFguU,4908
train,nonads,--qS-tOzHsE,5226
train,nonads,--ejfSEpnf0,3062
train,nonads,--IQ1GTKVWY,4523
train,nonads,--kY0LJOCEc,7853
train,nonads,--FkG9lIjzw,6328
train,nonads,--q4Hj_KcV8,5060
train,nonads,--kDbi_HFxA,9829
train,nonads,--m0sMjZVoU,2169
train,nonads,--CKgCA9B9U,4576
train,nonads,--OgtXHaJLo,4446
train,nonads,--yH7WUd3Ug,3092
test,ads,1T8mUXEHURk,500
test,ads,7CspEne5jDY,448
test,ads,4Bh4rK0IhBI,359
test,ads,-g2hYNdUnxo,458
test,ads,7LPUQLYbG-o,359
test,ads,Bgi3ssNwxGs,250
test,ads,49_zBI9nwyQ,429
test,ads,Am1PUaHyACQ,500
test,ads,83dasZZBjlw,360
test,ads,35rUoITRdyo,360
test,ads,AFg7je26-Hs,385
test,ads,8bL2Hqex-7M,450
test,ads,2JUZNxv9TFA,448
test,ads,5zMNGQbA8CI,447
test,ads,-6FJRVnn1qk,512
test,ads,6SiLgPracyU,361
test,ads,7W8wTfT4xxk,361
test,ads,1zzO402_fXM,360
test,ads,8IKxOIbRVxs,360
test,ads,1qBGapm2DX4,480
test,ads,99w8cdTcliA,360
test,ads,760k0cICOQU,565
test,ads,D3ZEAR307bo,360
test,ads,9mBv6VRuB1k,360
test,ads,8-tqWsxBiBs,599
test,ads,7uvAkc2nYJE,360
test,ads,0qSEWvvA6gU,360
test,ads,4Bs0pRhpQks,451
test,ads,-D7tbdBjIx4,359
test,ads,CJMnVW4YGAc,145
test,nonads,--1B7YRLcws,3655
test,nonads,--7brUsSjvQ,4194
test,nonads,--390kRrg94,4211
test,nonads,--7RasaAeqQ,3688
test,nonads,--0iB-BW0lo,6562
test,nonads,--4lBBZkMCQ,5603
test,nonads,---2pGwkL7M,5603
test,nonads,---xW0TZpT0,3743
test,nonads,--6ksrYdwN4,4147
test,nonads,--4koYkASoY,4572
test,nonads,--2R3RiRvJ8,1801
test,nonads,---h-Df_mHE,4376
test,nonads,---cKoJ0g7I,5688
test,nonads,--3zsLY74xk,3754
test,nonads,--0Urj2VHlA,3871
test,nonads,--9CPT4pDlA,4148
test,nonads,---hv-Yv4Ds,3643
test,nonads,---9beuLW7Y,4562
test,nonads,--2eMtVeT3E,3628
test,nonads,--6kQuiAEjI,6987
test,nonads,--2u0ZyO3x0,4626
test,nonads,--4mBqTvZ_Q,4973
test,nonads,--8LtgbgzfI,3477
test,nonads,--3KoiFCOnw,4237
test,nonads,--1k680KAHU,6040
test,nonads,--1jrcuSeKM,7648
test,nonads,--2o1JrYi1k,4913
test,nonads,--3fRd_1kAU,3739
test,nonads,--4XVyzxBos,5534
test,nonads,--0IxjNMZeI,4447
